,Series,ETS.unweighted ,ARIMA.unweighted ,OLS.unweighted ,ETS.weighted ,ARIMA.weighted ,OLS.weighted ,Actual,date,ForecastInterval
255,Zone/AC,883.1014513,707.0179438,876.4861225,957.3490739,852.743365,879.6066803,1059.340016,15,24Step
256,Zone/AC,1218.416141,1105.162009,1194.827953,1175.739801,1042.323089,1197.629018,931.5082899,16,24Step
257,Zone/AC,735.8193151,533.9059885,658.4543334,720.3044388,653.3389926,661.2851587,616.5197945,17,24Step
258,Zone/AC,591.7065512,532.416572,573.321757,589.8502711,688.4374846,578.0494839,768.4385378,18,24Step
259,Zone/AC,702.4608073,653.3256593,687.9402244,697.60976,653.6328181,692.1287371,714.6411507,19,24Step
260,Zone/AC,597.5450517,486.0713378,549.9891066,612.8787371,605.1761478,554.8966637,462.3843129,20,24Step
261,Zone/AC,604.9310844,505.0569377,583.3699442,610.5477521,578.3358287,586.434198,463.145443,21,24Step
262,Zone/AC,926.0968264,907.5816735,924.048204,917.3719668,940.4746801,928.7140222,907.2884911,22,24Step
263,Zone/AC,732.4566505,678.9877829,699.6615372,742.2758149,808.2187559,705.852645,986.2338766,23,24Step
264,Zone/AC,915.3270382,853.17895,923.6274292,893.3380957,875.9529701,928.3931591,759.9514254,24,24Step
265,Zone/AD,1343.88947,1238.43892,1263.237271,1252.552619,1210.724146,1285.887323,1258.651811,1,24Step
266,Zone/AD,594.8464455,484.9109495,555.174995,607.656024,639.2781356,573.2503406,510.39577,2,24Step
267,Zone/AD,747.3630431,656.5123641,683.8597846,749.2852773,733.313197,684.2003266,639.3977855,3,24Step
268,Zone/AD,1043.786885,987.4052583,1033.460794,1011.565855,977.6266544,1022.391437,785.4752687,4,24Step
269,Zone/AD,693.3144359,558.9712437,663.992035,699.3707392,669.099704,663.4350378,610.1656893,5,24Step
270,Zone/AD,690.5630595,627.734119,687.5752972,700.0858028,719.6646548,680.7703296,760.2816743,6,24Step
271,Zone/AD,1086.718118,1138.63881,1060.42685,1094.543496,1140.159324,1053.824302,1117.961964,7,24Step
272,Zone/AD,946.0694393,854.2953441,925.2912431,973.0849172,955.0168155,921.3549364,1044.416547,8,24Step
273,Zone/AD,953.7696462,812.5326433,937.0328484,956.9972401,886.791756,948.396459,873.5416627,9,24Step
274,Zone/AD,861.1886974,802.7254988,863.3220419,864.3621908,850.4636345,860.6147935,878.6531344,10,24Step
275,Zone/AD,754.8280648,706.1076674,755.5200884,751.5422003,779.8534104,750.92045,862.0478719,11,24Step
276,Zone/AD,797.5672778,709.0245369,822.6241334,827.0991309,772.0442723,822.9922392,838.6748598,12,24Step
277,Zone/AD,1338.64224,1172.355899,1309.243021,1260.647271,1160.635554,1313.069084,1210.494965,13,24Step
278,Zone/AD,589.487513,516.2313371,588.4059166,613.946902,663.1074391,590.3501087,631.9088817,14,24Step
279,Zone/AD,741.9338402,622.0380823,703.0122306,756.136484,767.9206073,705.4574333,873.3337247,15,24Step
280,Zone/AD,1038.487752,984.1303589,1046.710082,1019.315879,978.9953091,1047.719532,932.4553293,16,24Step
281,Zone/AD,687.696257,580.5823882,681.3604408,706.6395501,717.1821052,683.3766547,1011.508845,17,24Step
282,Zone/AD,684.8196054,587.8111056,692.0349098,708.0341206,740.0332864,692.5083356,696.4168107,18,24Step
283,Zone/AD,1080.336288,1140.448938,1070.193957,1104.460464,1166.345851,1071.869799,1066.500458,19,24Step
284,Zone/AD,939.8095478,849.7150604,934.3890184,981.7523884,996.9947406,936.9693606,1031.338536,20,24Step
285,Zone/AD,948.0316054,789.3977749,955.150942,964.5216213,894.715731,954.7475317,1102.933834,21,24Step
286,Zone/AD,855.9240786,789.8743353,877.3339845,871.6984958,852.0686836,878.8991241,914.8604554,22,24Step
287,Zone/AD,749.8012197,670.5659994,757.9873178,756.6428176,804.1263944,761.2811977,954.5932993,23,24Step
288,Zone/AD,792.73544,681.6613901,838.6705708,833.1453454,759.3732477,836.4264134,720.4401444,24,24Step
289,Zone/AE,1526.373057,1278.306924,1466.293265,1394.530578,1255.436398,1482.087393,1292.794747,1,24Step
290,Zone/AE,735.0647555,947.9707403,673.1183402,777.1912184,827.0455635,695.1952114,556.2442231,2,24Step
291,Zone/AE,853.077874,804.6744479,829.7499151,925.3161752,863.9616094,856.5556519,837.7967223,3,24Step
292,Zone/AE,1223.291525,1229.465141,1189.653776,1231.073424,1275.626638,1201.83033,1433.076685,4,24Step
293,Zone/AE,892.4166339,888.4898566,881.8064787,938.4061022,927.9225073,901.623276,980.8475592,5,24Step
294,Zone/AE,907.142969,910.3954756,904.8499618,926.3441824,942.95572,913.4490337,958.2917263,6,24Step
295,Zone/AE,1082.921601,1057.691934,1086.614442,1148.47364,1053.490577,1099.231294,1015.110649,7,24Step
296,Zone/AE,882.2925066,966.4975992,892.8713909,948.7557767,970.7956019,911.6774098,976.8880911,8,24Step
297,Zone/AE,981.0812982,997.7144877,965.7366745,1008.434481,985.9650704,971.5317719,755.1494287,9,24Step
298,Zone/AE,1263.060741,1258.251158,1248.306392,1308.689581,1311.439728,1273.084503,1518.397811,10,24Step
299,Zone/AE,911.1363199,1117.864362,801.9695522,972.8443604,1075.797726,835.1267951,1433.437665,11,24Step
300,Zone/AE,848.1089274,818.2301313,859.1958912,927.5417595,878.3699814,871.3036193,760.0565663,12,24Step
301,Zone/AE,1520.765411,1219.703023,1466.354794,1400.008673,1234.325611,1487.055335,1100.664325,13,24Step
302,Zone/AE,729.5514775,876.1561731,700.0314524,783.6965036,806.7802042,716.1617,647.1998036,14,24Step
303,Zone/AE,847.4517716,848.7922241,827.5114074,931.9992755,932.398877,845.5997827,1064.569308,15,24Step
304,Zone/AE,1217.678057,1162.607533,1193.60948,1237.610931,1227.280425,1207.542792,1387.41838,16,24Step
305,Zone/AE,886.6239118,926.4327844,888.1236783,946.3090646,976.9323643,905.0827338,1305.90313,17,24Step
306,Zone/AE,901.1919335,941.440406,910.6777205,934.9667162,987.8960468,927.1530698,1140.548162,18,24Step
307,Zone/AE,1076.324213,1084.20954,1083.475895,1160.06469,1074.682914,1100.991817,1393.441776,19,24Step
308,Zone/AE,875.9087876,1008.010665,904.5518878,959.6306836,1055.272879,922.890894,1101.272978,20,24Step
309,Zone/AE,975.1841385,985.4286413,977.3493377,1016.865637,981.2387007,985.575301,879.0715996,21,24Step
310,Zone/AE,1257.517381,1253.325871,1266.771548,1315.086087,1313.110953,1284.055474,1202.347197,22,24Step
311,Zone/AE,905.9629634,1183.628176,861.7957801,977.4370918,1119.461511,880.3185612,814.9252264,23,24Step
312,Zone/AE,842.9842564,862.0463218,855.7477793,932.1082147,919.7440057,870.4167651,1188.138496,24,24Step
313,Zone/AF,661.8135077,513.1867472,589.3938539,674.2485699,663.1087369,615.3135314,896.5761076,1,24Step
314,Zone/AF,390.0702182,375.002739,414.9714806,408.5749195,438.0692459,418.9375447,334.3218378,2,24Step
315,Zone/AF,481.3803637,436.9033517,497.2616342,487.2205026,468.9927028,498.0868559,465.1734215,3,24Step
316,Zone/AF,548.3523638,460.7900442,531.271233,556.8340912,532.1001146,536.1016413,390.9631736,4,24Step
317,Zone/AF,432.3891982,405.4087524,476.0273747,449.4574079,446.407778,477.9728749,421.4831031,5,24Step
318,Zone/AF,415.7487525,424.6126149,456.4896938,414.2612988,435.0482293,446.0787663,414.068649,6,24Step
319,Zone/AF,558.6584008,497.888411,547.2236123,584.3284108,562.526378,564.5282914,693.7140969,7,24Step
320,Zone/AF,413.5930548,414.8522832,433.6514554,434.8386517,443.6930831,435.6727905,447.2407915,8,24Step
321,Zone/AF,466.4919409,428.5045929,464.4534922,480.9205723,466.9131427,474.8942517,558.8382225,9,24Step
322,Zone/AF,585.2117661,484.9001415,612.6520851,602.834119,544.0089671,617.5693555,575.1676361,10,24Step
323,Zone/AF,431.2690423,461.904422,426.1974201,441.6784006,494.8323888,429.0669392,476.0906553,11,24Step
324,Zone/AF,446.6487359,401.3413317,495.6948475,494.9438191,466.3037209,490.1651763,546.0339804,12,24Step
325,Zone/AF,658.3070409,465.7645475,618.0751479,675.5915953,645.8556594,621.7923355,638.1915229,13,24Step
326,Zone/AF,386.6227553,358.6516727,413.342391,409.295912,424.8040664,416.5143885,540.6607214,14,24Step
327,Zone/AF,477.8624342,413.3634489,506.2481381,487.9215515,485.011303,508.1597513,463.4297437,15,24Step
328,Zone/AF,544.8423421,493.9546946,565.2717406,557.6272749,565.2903151,567.2378936,532.8320768,16,24Step
329,Zone/AF,428.7671881,405.3307413,482.3692925,450.2546022,456.7165054,484.7388336,530.0181958,17,24Step
330,Zone/AF,412.0278402,374.9686833,446.7242293,415.1107682,428.591398,448.7990139,329.5379174,18,24Step
331,Zone/AF,554.5335524,517.7507632,586.1902163,585.7097603,543.3739624,587.9727999,552.2814948,19,24Step
332,Zone/AF,409.6017847,412.463513,444.1400096,436.0929998,453.0700789,446.3016544,454.729104,20,24Step
333,Zone/AF,462.8047898,422.2250542,490.1911749,481.7666402,462.1986282,492.2445791,437.2837272,21,24Step
334,Zone/AF,581.7457991,480.6298552,631.4940427,603.4308152,546.0546199,633.7043091,647.0938368,22,24Step
335,Zone/AF,428.0343498,450.9096815,474.5696076,442.1125149,508.5101684,475.8687994,584.1050255,23,24Step
336,Zone/AF,443.4444574,374.7402097,490.9760006,495.1796857,467.4013127,492.6328365,529.0124662,24,24Step
337,Zone/BA,4618.589428,4617.455914,4640.666531,4860.133848,4807.095872,4666.787946,4633.46828,1,24Step
338,Zone/BA,2144.267294,1987.634279,2105.893688,2232.55249,2086.506629,2125.557559,2221.039525,2,24Step
339,Zone/BA,2251.028894,2387.621548,2292.363864,2398.266507,2469.29981,2320.063231,2854.254775,3,24Step
340,Zone/BA,2326.137937,2436.516394,2370.537886,2467.851116,2551.586767,2395.805582,2421.869165,4,24Step
341,Zone/BA,2080.540236,1858.935539,2085.261055,2196.621101,1979.461361,2125.14989,2366.454864,5,24Step
342,Zone/BA,2048.963643,2022.619402,2090.136181,2130.597014,2089.916846,2108.472279,1848.988024,6,24Step
343,Zone/BA,2303.827562,2070.028865,2314.530036,2400.504291,2219.211036,2339.455221,2136.719345,7,24Step
344,Zone/BA,1985.608031,1978.632915,2040.319403,2094.698937,2030.60149,2069.076336,2291.786269,8,24Step
345,Zone/BA,1957.005079,1906.585506,1974.943437,2071.192469,1975.350475,2003.986105,2108.791247,9,24Step
346,Zone/BA,2312.591087,2477.81461,2373.53968,2457.990112,2560.721594,2392.795665,2703.303588,10,24Step
347,Zone/BA,2308.957265,2467.544898,2395.24752,2439.039079,2506.640435,2419.141307,2352.57114,11,24Step
348,Zone/BA,2315.675093,2120.410071,2342.154809,2464.44245,2365.545691,2377.603806,2659.152885,12,24Step
349,Zone/BA,4623.482666,4663.53177,4713.787594,4887.696525,4977.596766,4742.717079,5354.437285,13,24Step
350,Zone/BA,2146.030283,2063.156848,2167.417871,2248.512942,2188.161954,2191.187108,2427.557581,14,24Step
351,Zone/BA,2253.001891,2429.317382,2332.110443,2415.480621,2525.079207,2358.000069,2181.353044,15,24Step
352,Zone/BA,2328.461775,2395.239387,2411.895648,2486.372947,2586.420956,2432.361941,2662.068768,16,24Step
353,Zone/BA,2081.878252,1892.408786,2151.390978,2213.566928,2023.456017,2174.727696,2144.846222,17,24Step
354,Zone/BA,2050.175304,2140.326434,2138.665231,2148.366745,2228.037414,2162.485876,2343.17658,18,24Step
355,Zone/BA,2304.571303,2056.109663,2393.210602,2422.08101,2217.645309,2417.28479,2655.237134,19,24Step
356,Zone/BA,1986.327654,2048.239145,2100.409027,2114.770287,2115.004219,2125.961011,2111.78535,20,24Step
357,Zone/BA,1958.28268,1969.698662,2045.348076,2088.899935,2008.195693,2065.35419,2132.056368,21,24Step
358,Zone/BA,2314.379528,2509.976323,2423.330205,2473.907694,2583.545276,2446.004877,2832.706599,22,24Step
359,Zone/BA,2311.268748,2560.755881,2440.951594,2453.409616,2609.60636,2468.096707,2554.156947,23,24Step
360,Zone/BA,2317.717423,2145.918948,2419.47401,2477.573751,2368.255829,2441.002293,2568.584658,24,24Step
361,Zone/BB,1595.013356,1481.554276,1500.029782,1512.642577,1371.704768,1488.496471,1445.905868,1,24Step
362,Zone/BB,445.8099616,457.9600461,438.2254839,463.7771274,547.6401711,441.6632086,916.6980819,2,24Step
363,Zone/BB,540.5797369,565.5666059,545.3144226,578.3446351,582.9540474,530.7238185,605.639157,3,24Step
364,Zone/BB,571.7403822,603.4252959,563.6028671,548.0021,521.2196869,544.3107665,523.8046892,4,24Step
365,Zone/BB,354.7764528,363.1251417,366.3159029,347.8561409,364.3367499,355.4265938,294.6754596,5,24Step
366,Zone/BB,305.7822638,275.1310197,329.1610436,299.2499703,313.7269032,315.954433,274.2621985,6,24Step
367,Zone/BB,318.1181628,274.4343426,348.3875002,315.6605575,287.6704453,333.4619273,256.2374954,7,24Step
368,Zone/BB,237.1440222,188.2603705,273.261047,253.0637856,248.7619943,260.5137567,316.017072,8,24Step
369,Zone/BB,322.8816673,254.9314233,345.4021773,319.6818032,270.8240651,335.8096604,237.1384055,9,24Step
370,Zone/BB,399.4932628,393.276495,418.6082237,382.5900163,384.0888391,401.7963022,398.0122036,10,24Step
371,Zone/BB,383.087409,285.4430604,414.8391357,388.678127,361.4385028,401.9925475,475.1042864,11,24Step
372,Zone/BB,480.5840741,609.233869,471.1043335,495.7996188,555.6473763,463.4693579,645.4208704,12,24Step
373,Zone/BB,1596.583075,1574.146071,1522.154686,1510.417296,1392.525515,1512.56055,1343.802036,13,24Step
374,Zone/BB,445.2923565,493.0734068,473.6343629,461.479357,554.4452286,468.3876962,477.0414335,14,24Step
375,Zone/BB,540.2021845,585.5655394,565.2025488,575.9575113,602.0642601,558.0198085,668.523857,15,24Step
376,Zone/BB,571.5967339,703.3322146,585.6935705,545.5665545,551.0081022,575.9669097,346.0235124,16,24Step
377,Zone/BB,353.9754904,371.0847853,395.0000627,345.0957833,372.2553321,386.5986156,269.4326485,17,24Step
378,Zone/BB,304.8970416,271.509351,353.2898243,296.3507367,321.3741621,343.8287521,296.9736912,18,24Step
379,Zone/BB,316.9210008,251.2883422,368.9166201,312.9303084,289.2432929,360.3175901,340.0291614,19,24Step
380,Zone/BB,235.9307453,204.3148092,293.181948,250.2257104,267.3595987,284.6945487,356.009526,20,24Step
381,Zone/BB,322.0404157,243.9861951,372.8081651,316.8460536,273.1435804,362.9206149,242.7156639,21,24Step
382,Zone/BB,398.9926012,388.2149205,439.8308651,380.2978476,377.538251,430.6043159,357.918411,22,24Step
383,Zone/BB,382.9354343,272.0734823,431.6835369,386.4680412,369.1308767,422.0653873,459.2816926,23,24Step
384,Zone/BB,480.25271,518.4173526,493.8404196,493.3172202,497.0978919,486.4833959,530.4170797,24,24Step
385,Zone/BC,1763.094194,1784.743365,1789.051982,1713.535255,1686.296244,1751.18657,1554.364421,1,24Step
386,Zone/BC,538.7992135,490.250934,533.5024112,532.9177421,519.2978382,524.5205498,561.3182241,2,24Step
387,Zone/BC,638.0315184,658.3557409,662.20961,668.4820943,697.7199264,636.6397637,692.4103226,3,24Step
388,Zone/BC,733.3358682,753.0993186,742.972915,706.2008554,742.4562385,710.6444068,763.9630874,4,24Step
389,Zone/BC,448.3174745,399.5481799,431.1657192,452.1255254,431.2238944,422.1903026,616.0154175,5,24Step
390,Zone/BC,411.6896884,351.5566103,422.3107553,389.6397377,404.5490614,409.3175313,449.1776794,6,24Step
391,Zone/BC,493.8324168,368.7184896,444.1945864,418.6926519,366.4816165,435.0118466,400.9749719,7,24Step
392,Zone/BC,339.4237506,280.2002052,348.9605462,333.3280169,316.7177541,336.3057333,392.113338,8,24Step
393,Zone/BC,434.7710661,405.10687,416.655478,404.4800822,411.9587908,410.7846241,327.2190828,9,24Step
394,Zone/BC,529.142595,479.7490169,546.2019863,517.6804156,502.4222401,530.6159377,614.0221811,10,24Step
395,Zone/BC,555.3107562,492.9860757,574.0350272,547.4089214,560.2574715,562.5237711,638.8047592,11,24Step
396,Zone/BC,545.7503667,549.4537413,548.4344506,529.1831093,540.220095,532.6373268,576.0730749,12,24Step
397,Zone/BC,1765.507117,1795.20438,1781.952339,1715.199833,1751.300284,1769.653519,1888.847659,13,24Step
398,Zone/BC,538.0796497,447.0450864,545.378821,532.2080852,522.2944057,536.6804846,470.7832522,14,24Step
399,Zone/BC,637.5198359,658.1199252,668.5563067,667.876082,738.6340652,657.7455196,831.6296946,15,24Step
400,Zone/BC,733.1729727,746.9916518,737.5362329,705.8380377,728.7934188,725.9832677,435.6706218,16,24Step
401,Zone/BC,447.1667731,387.9357751,432.6305814,450.9101608,438.8943472,422.1665806,434.6784776,17,24Step
402,Zone/BC,410.4107139,327.1425036,423.4315199,388.2180102,410.0516274,412.6290589,377.6360949,18,24Step
403,Zone/BC,492.0836841,390.0526109,440.8795242,417.2188126,374.5765219,431.3134306,337.908931,19,24Step
404,Zone/BC,337.649131,279.0191906,345.1195655,331.7840259,326.0269241,335.6308683,280.5752975,20,24Step
405,Zone/BC,433.5527252,386.8378854,435.5944238,403.214142,412.8953165,424.1812777,342.1122241,21,24Step
406,Zone/BC,528.433462,461.7477151,540.4596856,517.0631396,490.3732702,528.7675669,706.9756784,22,24Step
407,Zone/BC,555.1230824,493.862385,573.7379237,547.0665762,563.3845247,563.6963906,510.4006502,23,24Step
408,Zone/BC,545.2920379,549.4031977,555.9921602,528.3371927,545.8971529,545.16856,504.2612951,24,24Step
409,Zone/BD,1526.298,1569.979061,1488.159471,1460.110764,1456.576223,1456.413857,1259.279302,1,24Step
410,Zone/BD,610.5664189,530.507239,564.0532831,573.6670366,573.7008634,559.2112548,515.5125625,2,24Step
411,Zone/BD,794.1485877,705.6697734,770.1533024,810.4091546,744.8760214,744.624007,819.8441518,3,24Step
412,Zone/BD,976.089335,990.3241788,933.0549776,938.0871545,979.2353711,897.3913499,925.7729075,4,24Step
413,Zone/BD,734.8913971,678.4875416,710.4604258,694.8273784,683.1200323,704.9580192,727.3088752,5,24Step
414,Zone/BD,682.9686084,548.8143258,645.9379962,642.6390517,601.4659209,630.1506164,618.8332856,6,24Step
415,Zone/BD,852.2466654,799.0169871,800.9941379,860.2946471,823.4256508,809.2752688,1024.200084,7,24Step
416,Zone/BD,784.0838893,725.6787581,749.8869538,748.3245371,761.6228523,738.7674141,681.2498117,8,24Step
417,Zone/BD,781.4710904,684.6479531,735.2873077,755.5671132,707.2416854,737.3579969,767.8182588,9,24Step
418,Zone/BD,706.2089035,684.4391123,668.8189647,686.0311299,727.231716,659.329038,724.7523539,10,24Step
419,Zone/BD,778.3210736,705.304322,763.6208762,739.6265821,759.2555177,752.5682847,779.7595862,11,24Step
420,Zone/BD,729.9833259,683.7647481,699.4283766,702.4712471,699.4202368,684.3561263,768.1817074,12,24Step
421,Zone/BD,1529.19749,1514.643746,1498.489337,1468.616499,1460.91412,1491.476929,1631.020673,13,24Step
422,Zone/BD,609.6777133,492.2029561,580.5637884,577.7050849,569.530253,574.5759342,644.9723072,14,24Step
423,Zone/BD,793.6020309,680.6524666,766.5849884,815.4993971,767.7057912,758.4494283,981.3199145,15,24Step
424,Zone/BD,975.9532506,990.5409335,950.8639607,943.5648309,994.4551954,942.6256126,856.6610259,16,24Step
425,Zone/BD,733.5630042,648.65754,723.8228039,699.2356597,681.2019526,715.0127163,690.1933786,17,24Step
426,Zone/BD,681.5337809,513.9935891,648.6633571,647.4160951,594.656632,640.0476426,509.3587207,18,24Step
427,Zone/BD,850.2116026,803.5512644,842.7007287,865.8895927,844.8169822,835.6404074,934.3817479,19,24Step
428,Zone/BD,781.9869822,729.4405556,771.5384248,753.1885977,798.6396853,764.2667539,709.8397242,20,24Step
429,Zone/BD,780.1067929,665.3749076,752.5409511,760.4242997,705.0688664,743.8854262,653.4886004,21,24Step
430,Zone/BD,705.4521405,677.9928578,697.0674154,691.0378308,748.2871902,688.9900237,972.4925488,22,24Step
