,Series,ARIMA.rec,ARIMA.unrec,OLS.rec,OLS.unrec,ARIMAX.rec,ARIMAX.unrec,OLSX.rec,OLSX.unrec,Actual,date,ForecastInterval
210,Zone/AA,1799.831991,1863.598966,1496.719464,1536.871498,1811.038352,1861.497166,1496.458098,1541.612348,2060.940754,18,24Step
211,Zone/AA,2202.208204,2251.329716,1832.417809,1914.948695,2199.093203,2249.262698,1835.963627,1919.114271,2150.640692,19,24Step
212,Zone/AA,1787.549244,1885.897035,1708.232965,1720.836351,1794.118629,1883.724627,1711.580101,1725.135653,2305.649511,20,24Step
213,Zone/AA,1931.590772,1996.606196,1774.797787,1761.189222,1934.123267,1994.452126,1770.080041,1759.750561,2061.246613,21,24Step
214,Zone/AA,2345.807424,2405.501659,2202.938623,2187.902379,2381.06973,2403.334576,2203.50793,2188.501276,2267.174784,22,24Step
215,Zone/AA,1963.713675,2057.364013,2033.057359,1989.553065,1991.146248,2055.167423,2034.486023,1990.874471,2786.280116,23,24Step
216,Zone/AA,2222.192354,2238.031428,2093.970483,2085.984431,2225.55838,2235.82615,2089.851857,2082.305896,2676.459548,24,24Step
217,Zone/AB,4936.208737,4891.677029,4916.954289,4901.846778,4945.14255,4891.38285,4917.761789,4899.689752,4030.390183,1,24Step
218,Zone/AB,1542.206004,1623.314652,2053.259265,1573.831414,1559.288316,1621.371099,2068.053841,1584.735699,1681.874987,2,24Step
219,Zone/AB,1794.473855,1804.910635,1772.347915,1716.058846,1763.010005,1760.985693,1698.164377,1650.689601,2124.505063,3,24Step
220,Zone/AB,2381.3007,2411.89011,2073.672182,2322.468892,2439.855625,2452.30834,1964.698715,2214.20786,2620.402462,4,24Step
221,Zone/AB,1529.777549,1595.162197,1684.181692,1774.82483,1546.306611,1594.696334,1820.456653,1947.407514,2026.664041,5,24Step
222,Zone/AB,1413.38158,1422.754258,1338.950994,1398.421546,1424.637466,1417.928557,1348.37769,1384.482839,1300.5249,6,24Step
223,Zone/AB,1856.094413,1858.844077,1699.926107,1817.717213,1863.00121,1856.570198,1717.544919,1821.12147,1731.584468,7,24Step
224,Zone/AB,1599.581667,1613.616536,1652.084574,1659.444954,1609.076098,1610.970355,1664.983948,1665.021885,1841.123842,8,24Step
225,Zone/AB,1751.041752,1781.105417,1754.149227,1740.074028,1768.429913,1781.528291,1752.053295,1737.089792,1839.418888,9,24Step
226,Zone/AB,2198.450532,2207.378015,2191.742534,2183.655959,2235.091458,2206.592027,2194.354693,2184.180388,2058.114076,10,24Step
227,Zone/AB,1844.22289,1882.157219,1856.347632,1790.551134,1858.360933,1887.319273,1858.985946,1791.953103,2614.287386,11,24Step
228,Zone/AB,2003.521002,2040.092916,1944.923139,1936.882852,2027.363286,2041.112197,1939.021226,1931.771901,2084.694399,12,24Step
229,Zone/AB,4950.488486,4909.794187,4889.878477,4887.596736,4980.537789,4904.487706,4894.231605,4889.033963,5358.049207,13,24Step
230,Zone/AB,1560.451063,1609.863378,2032.351892,1570.256234,1572.883927,1609.962912,2046.198561,1581.02728,1989.568099,14,24Step
231,Zone/AB,1762.301334,1819.769908,1757.25713,1712.100819,1917.408807,1968.428561,1681.781845,1646.736534,2519.785492,15,24Step
232,Zone/AB,2393.003942,2413.568524,2063.00245,2318.524595,2263.789203,2259.260444,2113.57175,2364.373896,2776.414244,16,24Step
233,Zone/AB,1533.392038,1601.324787,1676.038433,1770.880041,1542.93545,1601.558202,1700.418152,1783.925347,2087.62966,17,24Step
234,Zone/AB,1403.453636,1450.918588,1332.295738,1394.476775,1425.346681,1445.575441,1322.872591,1386.156123,1750.754521,18,24Step
235,Zone/AB,1877.157955,1877.577662,1694.173413,1813.772441,1887.873127,1875.827307,1698.449815,1816.978889,2172.872049,19,24Step
236,Zone/AB,1589.018436,1635.310203,1646.910297,1655.500182,1610.373248,1632.25047,1652.546926,1661.084107,1872.23814,20,24Step
237,Zone/AB,1720.663943,1776.376139,1749.368198,1736.129256,1736.981325,1776.909867,1743.237787,1733.144802,1834.68201,21,24Step
238,Zone/AB,2184.163998,2200.411881,2187.224512,2179.711187,2232.269605,2199.723124,2187.521828,2180.235651,2654.233485,22,24Step
239,Zone/AB,1790.166734,1860.752092,1852.035056,1786.606362,1830.812272,1865.603717,1853.316526,1788.008358,2537.103416,23,24Step
240,Zone/AB,1986.585436,2035.932169,1940.754446,1932.93808,1998.814365,2038.248741,1934.04083,1927.827156,2079.657819,24,24Step
241,Zone/AC,3206.245529,3167.85168,3044.670295,3025.550158,3206.385907,3163.321972,3048.278655,3027.142813,2765.882905,1,24Step
242,Zone/AC,669.8653178,747.7746804,997.3347568,645.8127172,669.8086677,734.3827196,1011.07558,656.5006866,800.6792133,2,24Step
243,Zone/AC,741.7286248,774.3725674,679.5127803,641.8440521,735.6636006,763.5521374,657.7177806,627.117004,1235.941227,3,24Step
244,Zone/AC,1106.366104,1131.903144,1133.629688,1282.184166,1121.045386,1138.404984,1056.987074,1206.816076,1116.071657,4,24Step
245,Zone/AC,525.2149222,562.284146,526.2951932,604.5196229,529.2563657,561.3018686,581.4527458,684.1199946,869.0912121,5,24Step
246,Zone/AC,543.7951149,559.4492438,396.7795692,451.6630151,551.1026153,561.4888068,413.1267807,453.3315825,769.6708957,6,24Step
247,Zone/AC,655.4221226,657.4583731,548.9743192,632.7800605,655.2559838,656.2891017,556.0268859,629.2355629,529.5716597,7,24Step
248,Zone/AC,510.9831717,535.1250181,452.5767147,464.8863902,511.3385286,532.0437842,459.358671,465.5678751,840.7129406,8,24Step
249,Zone/AC,513.0002853,534.2650645,473.8255044,472.4691962,518.8775439,532.3786013,474.5901088,472.8449056,713.7146559,9,24Step
250,Zone/AC,903.4786443,889.7115951,828.5790412,823.5665481,925.9440629,887.6814638,829.6788329,822.8536012,722.4996773,10,24Step
251,Zone/AC,711.5454913,707.2672441,634.900233,585.1783218,715.269438,708.6376226,637.7878812,586.9630483,1004.367085,11,24Step
252,Zone/AC,839.7616164,884.4186919,791.0018626,782.0164874,849.1961343,884.3497823,791.339372,782.921189,829.2701471,12,24Step
253,Zone/AC,3114.198814,3119.237089,3026.72233,3017.289341,3139.317793,3125.188365,3028.226978,3016.650399,2816.007538,13,24Step
254,Zone/AC,693.6823873,741.2436466,974.6678021,635.6707148,695.7872708,736.1217992,987.8292694,646.3200868,901.0228138,14,24Step
255,Zone/AC,707.0179438,769.7213033,661.4561174,631.6672093,751.0178566,809.9422546,638.7230616,616.944371,1059.340016,15,24Step
256,Zone/AC,1105.162009,1123.159768,1118.651629,1272.006678,1068.733292,1078.751562,1123.878177,1273.097486,931.5082899,16,24Step
257,Zone/AC,533.9059885,570.1857547,513.1036249,594.342123,530.367522,567.80008,526.661465,599.4471235,616.5197945,17,24Step
258,Zone/AC,532.416572,569.6715818,384.6484613,441.4855149,542.538661,569.7604517,382.7713874,441.2556752,768.4385378,18,24Step
259,Zone/AC,653.3256593,653.524491,537.4950455,622.6025603,653.1931263,654.4169882,534.596337,619.0145049,714.6411507,19,24Step
260,Zone/AC,486.0713378,527.2305999,441.5198883,454.70889,495.1782427,528.0333871,442.6032041,455.3942084,462.3843129,20,24Step
261,Zone/AC,505.0569377,534.5796609,463.0585745,462.2916961,507.6313707,533.4808503,460.695766,462.6724498,463.145443,21,24Step
262,Zone/AC,907.5816735,897.5100698,818.0071426,813.389048,936.2615123,897.0201497,817.3220698,812.6811763,907.2884911,22,24Step
263,Zone/AC,678.9877829,714.0909776,624.4814426,575.0008217,703.1919657,715.0858343,626.3314164,576.7906243,986.2338766,23,24Step
264,Zone/AC,853.17895,894.1377568,780.6905579,771.8389873,854.5770591,893.4346117,780.4117082,772.7487649,759.9514254,24,24Step
265,Zone/AD,1238.43892,1258.803298,1256.938696,1217.765854,1241.606625,1251.254592,1260.733683,1217.581938,1258.651811,1,24Step
266,Zone/AD,484.9109495,573.9771166,1033.172135,517.8725318,489.5795039,558.4412266,1037.169199,515.1021894,510.39577,2,24Step
267,Zone/AD,656.5123641,678.3154201,620.9471526,596.1887469,640.9888054,655.3595728,552.2775871,535.9701141,639.3977855,3,24Step
268,Zone/AD,987.4052583,1062.458481,750.7049964,952.802042,1070.287991,1111.646003,567.2959695,769.1632931,785.4752687,4,24Step
269,Zone/AD,558.9712437,604.6406716,517.6514071,626.2183163,558.9631624,594.4777613,695.3600157,841.573634,610.1656893,5,24Step
270,Zone/AD,627.734119,637.1429487,519.8743923,601.1756187,646.6920944,656.7715648,562.681005,623.9627743,760.2816743,6,24Step
271,Zone/AD,1138.63881,1138.114263,849.9686261,968.6034094,1135.155386,1131.207493,871.5058552,973.7631628,1117.961964,7,24Step
272,Zone/AD,854.2953441,848.6161672,847.6967004,869.5599206,848.6194949,840.8339784,861.5266731,874.2866688,1044.416547,8,24Step
273,Zone/AD,812.5326433,826.4440464,854.9639775,852.1766614,829.7209165,841.0948839,850.457473,845.0868357,873.5416627,9,24Step
274,Zone/AD,802.7254988,812.0875839,785.7708396,771.4569489,839.4997453,814.8955266,784.7788341,766.6507345,878.6531344,10,24Step
275,Zone/AD,706.1076674,723.9725003,740.1853092,656.162989,701.7036187,712.9260415,743.5038458,657.9290837,862.0478719,11,24Step
276,Zone/AD,709.0245369,756.8164326,727.1026129,717.2078715,726.5681424,765.0784748,727.9831706,719.9026929,838.6748598,12,24Step
277,Zone/AD,1172.355899,1246.604597,1237.292007,1221.153653,1206.048298,1247.053438,1243.728344,1225.189271,1210.494965,13,24Step
278,Zone/AD,516.2313371,573.9591773,1008.716758,512.7029,514.9480141,559.4756846,1012.117405,510.7006059,631.9088817,14,24Step
279,Zone/AD,622.0380823,677.6242638,602.1343788,589.9440019,826.4335452,865.9188144,532.0001758,529.848869,873.3337247,15,24Step
280,Zone/AD,984.1303589,1059.587876,736.6571882,946.4222251,847.3818136,887.871097,790.2243784,996.1561195,932.4553293,16,24Step
281,Zone/AD,580.5823882,626.7040382,506.4163828,619.8215297,568.8490107,617.5904579,532.9816469,635.2274511,1011.508845,17,24Step
282,Zone/AD,587.8111056,637.1219973,510.3309878,594.7767001,607.903865,649.5723237,503.5888914,588.9233175,696.4168107,18,24Step
283,Zone/AD,1140.448938,1124.978964,841.4727119,962.2042229,1134.247028,1121.845848,843.0640109,963.2546129,1066.500458,19,24Step
284,Zone/AD,849.7150604,876.9733462,839.8811983,863.1607005,855.3359887,869.6745428,844.1510094,867.2909138,1031.338536,20,24Step
285,Zone/AD,789.3977749,825.3586756,847.6148222,845.777437,798.5753525,836.4849288,837.970994,838.5941085,1102.933834,21,24Step
286,Zone/AD,789.8743353,811.2602167,778.7703378,765.0577241,838.5481051,816.1913077,774.9111908,760.2300402,914.8604554,22,24Step
287,Zone/AD,670.5659994,738.7071925,733.3952711,649.7637641,699.5565496,728.422034,735.0408529,651.5187044,954.5932993,23,24Step
288,Zone/AD,681.6613901,744.4479715,720.4848976,710.8086465,685.7773801,750.2814069,720.3692513,713.4937907,720.4401444,24,24Step
289,Zone/AE,1278.306924,1279.008857,1543.935386,1525.351439,1316.217986,1334.123523,1566.247006,1548.053575,1292.794747,1,24Step
290,Zone/AE,947.9707403,1197.294632,1303.302297,839.0908155,943.6418444,1163.670823,1321.947121,854.2426104,556.2442231,2,24Step
291,Zone/AE,804.6744479,860.659792,746.212961,708.3544723,827.354063,899.581235,649.4738813,624.4507122,837.7967223,3,24Step
292,Zone/AE,1229.465141,1300.91772,813.9799091,982.4335029,1367.639682,1397.958057,567.5182111,741.7114484,1433.076685,4,24Step
293,Zone/AE,888.4898566,1001.406507,821.1622575,944.2337901,973.0168996,1127.908657,1061.816042,1196.129403,980.8475592,5,24Step
294,Zone/AE,910.3954756,976.4261878,736.6802809,825.1950612,1001.287503,1111.143451,796.02848,874.2043054,958.2917263,6,24Step
295,Zone/AE,1057.691934,1096.920443,827.1615596,927.2765173,1124.272798,1205.786631,862.5499367,952.2613156,1015.110649,7,24Step
296,Zone/AE,966.4975992,1034.567013,847.6392476,865.0117172,1073.210216,1212.025612,858.1273902,865.872318,976.8880911,8,24Step
297,Zone/AE,997.7144877,1057.209642,894.0015358,892.9590206,1030.493479,1105.146612,891.3290375,888.549479,755.1494287,9,24Step
298,Zone/AE,1258.251158,1294.181975,1187.125058,1174.052688,1347.725257,1391.80907,1195.589796,1181.76984,1518.397811,10,24Step
299,Zone/AE,1117.864362,1188.91121,950.7761084,904.8424362,1333.084179,1506.469271,955.3608143,907.2500445,1433.437665,11,24Step
300,Zone/AE,818.2301313,903.6328887,750.4831145,730.8135304,918.6478317,1035.974931,744.0378044,724.494048,760.0565663,12,24Step
301,Zone/AE,1219.703023,1278.066528,1343.415185,1305.559024,1307.801943,1370.85898,1355.39037,1317.151589,1100.664325,13,24Step
302,Zone/AE,876.1561731,1049.697907,1244.522318,795.2650306,1034.02648,1286.587868,1253.369346,798.2545535,647.1998036,14,24Step
303,Zone/AE,848.7922241,978.3716374,718.8519843,694.4244139,1183.76021,1356.848312,617.6985931,606.2998077,1064.569308,15,24Step
304,Zone/AE,1162.607533,1236.995689,796.4203674,973.582558,1193.917509,1309.284254,880.7579718,1052.005379,1387.41838,16,24Step
305,Zone/AE,926.4327844,1049.239966,807.7514449,936.2457576,1062.868802,1273.287655,822.6849571,936.952187,1305.90313,17,24Step
306,Zone/AE,941.440406,1079.577166,725.3725049,817.3536326,1072.510868,1266.786589,718.4675107,812.0997878,1140.548162,18,24Step
307,Zone/AE,1084.20954,1131.281633,817.0587532,919.4599959,1194.128563,1313.562946,827.7055165,932.7873063,1393.441776,19,24Step
308,Zone/AE,1008.010665,1124.330755,838.2817826,857.1994273,1131.769657,1317.251383,838.2721995,855.6200846,1101.272978,20,24Step
309,Zone/AE,985.4286413,1078.710029,885.1003796,885.1474497,1105.117514,1267.413946,877.0997036,880.2920881,879.0715996,21,24Step
310,Zone/AE,1253.325871,1299.52049,1178.59006,1166.241239,1353.445332,1405.861984,1184.199455,1173.943971,1202.347197,22,24Step
311,Zone/AE,1183.628176,1340.540979,942.4929798,897.0310082,1301.725106,1461.785854,945.4602335,899.5175214,814.9252264,23,24Step
312,Zone/AE,862.0463218,987.309449,742.3454624,723.0021058,1016.87152,1237.694332,734.9737439,716.7817175,1188.138496,24,24Step
313,Zone/AF,513.1867472,495.5283042,596.2457176,551.7563068,512.7925856,490.1953245,597.1197952,549.9892567,896.5761076,1,24Step
314,Zone/AF,375.002739,449.6324673,721.2393644,392.0424318,382.2173314,446.2059029,724.4806601,391.0016194,334.3218378,2,24Step
315,Zone/AF,436.9033517,460.9518818,467.6373847,451.4616471,432.1201781,448.7634951,451.9811513,442.9495969,465.1734215,3,24Step
316,Zone/AF,460.7900442,466.4529395,359.1554727,478.1930314,511.4039476,515.327395,323.7977221,442.4220392,390.9631736,4,24Step
317,Zone/AF,405.4087524,447.909447,375.3754587,441.0751884,407.4410237,444.2523493,384.1161528,472.9816137,421.4831031,5,24Step
318,Zone/AF,424.6126149,454.6243307,326.8827485,379.4327297,426.9176864,451.1080239,349.0051185,388.8269467,414.068649,6,24Step
319,Zone/AF,497.888411,482.8277983,417.0587142,488.7907838,494.8139313,477.6113673,428.9163001,491.301953,693.7140969,7,24Step
320,Zone/AF,414.8522832,425.8780313,381.1080703,387.7951788,415.4125895,423.544085,386.95329,387.8564264,447.2407915,8,24Step
321,Zone/AF,428.5045929,439.8349917,436.2610107,434.1965845,433.5464283,437.0253277,437.1492678,434.8290309,558.8382225,9,24Step
322,Zone/AF,484.9001415,479.2025897,549.4367809,541.2422549,504.7908797,474.6092475,551.1302306,541.2536442,575.1676361,10,24Step
323,Zone/AF,461.904422,479.4098788,479.4404192,430.8526055,460.5408951,474.387037,480.3401966,430.4037879,476.0906553,11,24Step
324,Zone/AF,401.3413317,436.8377913,436.0688585,432.2074664,408.46232,434.3542107,436.2688507,433.0065428,546.0339804,12,24Step
325,Zone/AF,465.7645475,470.091308,541.18779,535.0084194,481.9853928,465.5449623,543.2264856,534.9179424,638.1915229,13,24Step
326,Zone/AF,358.6516727,409.6845307,696.7524805,386.7690416,362.0265947,407.1484501,699.669928,386.2023978,540.6607214,14,24Step
327,Zone/AF,413.3634489,461.9521447,455.5760323,449.3542974,470.3679934,516.1904364,439.0188336,440.9770255,463.4297437,15,24Step
328,Zone/AF,493.9546946,512.2532248,352.4573825,476.9592548,484.9746566,496.6677721,362.8449032,483.363002,532.8320768,16,24Step
329,Zone/AF,405.3307413,449.2782875,371.1549401,440.0824479,400.2556995,445.3231536,380.573306,441.4600148,530.0181958,17,24Step
330,Zone/AF,374.9686833,424.1102825,323.9402595,378.5064958,382.11415,421.2220614,323.1378179,379.5009746,329.5379174,18,24Step
331,Zone/AF,517.7507632,524.6850649,414.8394128,487.8829004,511.5052363,518.1936135,415.4874605,488.083721,552.2814948,19,24Step
332,Zone/AF,412.463513,452.3099874,379.3356956,386.8923586,417.046443,448.1624365,379.2334217,386.3189079,454.729104,20,24Step
333,Zone/AF,422.2250542,451.2762268,434.7873276,433.2951614,422.3788589,447.7854502,432.5248687,433.7540072,437.2837272,21,24Step
334,Zone/AF,480.6298552,486.125759,548.1614295,540.3412173,505.3321285,481.3276101,548.0821926,540.3058887,647.0938368,22,24Step
335,Zone/AF,450.9096815,509.8676845,478.319462,429.9516743,469.091966,503.9459908,478.1918522,429.4910538,584.1050255,23,24Step
336,Zone/AF,374.7402097,414.9248683,435.0559034,431.3065645,374.402328,412.5984211,434.6441938,432.1034458,529.0124662,24,24Step
337,Zone/BA,4617.455914,4597.71918,4569.752223,4548.533857,4668.204873,4597.783749,4569.849709,4546.695631,4633.46828,1,24Step
338,Zone/BA,1987.634279,2044.902591,2481.473848,2258.644113,2046.955878,2045.002373,2459.902216,2255.19231,2221.039525,2,24Step
339,Zone/BA,2387.621548,2457.877274,2113.979131,2073.692891,2393.631713,2444.359571,2137.609035,2073.739081,2854.254775,3,24Step
340,Zone/BA,2436.516394,2437.220529,1956.263126,1976.935011,2411.246322,2450.704034,1929.194298,1940.83687,2421.869165,4,24Step
341,Zone/BA,1858.935539,1865.156438,1802.331377,1836.622805,1887.952985,1865.205135,1783.821956,1863.838164,2366.454864,5,24Step
342,Zone/BA,2022.619402,2086.254841,1794.397222,1838.48988,2065.623538,2086.448033,1820.45554,1847.161541,1848.988024,6,24Step
343,Zone/BA,2070.028865,2096.049021,2042.829744,2092.902368,2135.10199,2095.999917,2055.831534,2094.889075,2136.719345,7,24Step
344,Zone/BA,1978.632915,2034.562056,1843.587414,1847.058047,2019.833383,2034.656194,1844.362759,1846.808547,2291.786269,8,24Step
345,Zone/BA,1906.585506,1954.851869,1778.188469,1778.054665,1928.154147,1954.928952,1783.032834,1779.059497,2108.791247,9,24Step
346,Zone/BA,2477.81461,2556.455657,2113.751437,2115.276234,2477.745494,2556.508603,2116.742593,2115.226487,2703.303588,10,24Step
347,Zone/BA,2467.544898,2569.916299,2221.743861,2195.42415,2490.496181,2570.063949,2220.360348,2194.28943,2352.57114,11,24Step
348,Zone/BA,2120.410071,2096.557163,2198.750055,2189.812968,2114.471362,2096.567796,2202.145295,2190.437211,2659.152885,12,24Step
349,Zone/BA,4663.53177,4668.90075,4519.51675,4518.579346,4735.408213,4668.910279,4521.999249,4519.415235,5354.437285,13,24Step
350,Zone/BA,2063.156848,2145.969784,2456.091561,2259.246324,2103.7503,2145.983523,2434.157619,2256.55398,2427.557581,14,24Step
351,Zone/BA,2429.317382,2535.259758,2105.277025,2083.193312,2449.574281,2571.878744,2127.74369,2083.456324,2181.353044,15,24Step
