Series,date,ForecastInterval,Actual,OLS.rec,OLS.unrec,OLS.rec.matrix,OLS.unrec.matrix,Level
Zone/AF,5,1Step,421.4831031,531.168568,496.1201262,531.1685679,496.1201262,level2
Zone/AF,6,1Step,414.068649,332.3735827,279.1752125,332.3735827,279.1752125,level2
Zone/AF,7,1Step,693.7140969,551.831171,482.2841744,551.8311711,482.2841744,level2
Zone/AF,8,1Step,447.2407915,483.8588233,348.7106478,483.8588232,348.7106478,level2
Zone/AF,9,1Step,558.8382225,530.6751761,485.7531113,530.6751761,485.7531113,level2
Zone/AF,10,1Step,575.1676361,579.4440694,523.525601,579.4440693,523.525601,level2
Zone/AF,11,1Step,476.0906553,489.6008174,432.8638825,489.6008174,432.8638825,level2
Zone/AF,12,1Step,546.0339804,456.5474326,412.8232819,456.5474326,412.8232819,level2
Zone/AF,13,1Step,638.1915229,666.2393645,588.8186836,666.239365,588.8186836,level2
Zone/AF,14,1Step,540.6607214,465.8910485,361.3871061,465.8910484,361.3871061,level2
Zone/AF,15,1Step,463.4297437,570.299578,511.9133994,570.299578,511.9133994,level2
Zone/AF,16,1Step,532.8320768,606.8719722,518.6211783,606.8719722,518.6211783,level2
Zone/AF,17,1Step,530.0181958,568.1047857,462.7433161,568.1047858,462.7433161,level2
Zone/AF,18,1Step,329.5379174,408.5758803,397.5921646,408.5758804,397.5921646,level2
Zone/AF,19,1Step,552.2814948,590.6768766,514.3266032,590.6768765,514.3266032,level2
Zone/AF,20,1Step,454.729104,518.4524829,402.5347444,518.4524828,402.5347444,level2
Zone/AF,21,1Step,437.2837272,480.244197,416.2568071,480.244197,416.2568071,level2
Zone/AF,22,1Step,647.0938368,617.4708113,573.2399504,617.4708114,573.2399504,level2
Zone/AF,23,1Step,584.1050255,531.3574268,432.0271745,531.3574267,432.0271745,level2
Zone/AF,24,1Step,529.0124662,466.077934,453.781678,466.0779341,453.781678,level2
Zone/BA,1,1Step,4633.46828,4568.487153,4476.658041,4568.487153,4476.658041,level2
Zone/BA,2,1Step,2221.039525,2193.131296,2181.120005,2193.131296,2181.120005,level2
Zone/BA,3,1Step,2854.254775,2196.850557,2153.676301,2196.850557,2153.676301,level2
Zone/BA,4,1Step,2421.869165,2434.369002,2373.109021,2434.369002,2373.109021,level2
Zone/BA,5,1Step,2366.454864,2148.202157,2104.537588,2148.202157,2104.537588,level2
Zone/BA,6,1Step,1848.988024,2146.464691,2111.645559,2146.46469,2111.645559,level2
Zone/BA,7,1Step,2136.719345,2422.418254,2387.881652,2422.418254,2387.881652,level2
Zone/BA,8,1Step,2291.786269,2068.42998,1970.527435,2068.429979,1970.527435,level2
Zone/BA,9,1Step,2108.791247,2042.256816,2014.519093,2042.256815,2014.519093,level2
Zone/BA,10,1Step,2703.303588,2327.97559,2272.202678,2327.97559,2272.202678,level2
Zone/BA,11,1Step,2352.57114,2547.683354,2498.539389,2547.683354,2498.539389,level2
Zone/BA,12,1Step,2659.152885,2362.570008,2323.079955,2362.570008,2323.079955,level2
Zone/BA,13,1Step,5354.437285,4847.646751,4803.613653,4847.646751,4803.613653,level2
Zone/BA,14,1Step,2427.557581,2440.306029,2410.008195,2440.306028,2410.008195,level2
Zone/BA,15,1Step,2181.353044,2496.645942,2431.895444,2496.645942,2431.895444,level2
Zone/BA,16,1Step,2662.068768,2526.774383,2460.14613,2526.774383,2460.14613,level2
Zone/BA,17,1Step,2144.846222,2272.920884,2226.201314,2272.920884,2226.201314,level2
Zone/BA,18,1Step,2343.17658,2161.156871,2140.137732,2161.156871,2140.137732,level2
Zone/BA,19,1Step,2655.237134,2506.636573,2464.10407,2506.636573,2464.10407,level2
Zone/BA,20,1Step,2111.78535,2240.601554,2181.558314,2240.601554,2181.558314,level2
Zone/BA,21,1Step,2132.056368,2134.638334,2124.273871,2134.638334,2124.273871,level2
Zone/BA,22,1Step,2832.706599,2629.638964,2624.133286,2629.638964,2624.133286,level2
Zone/BA,23,1Step,2554.156947,2596.674036,2524.083372,2596.674035,2524.083372,level2
Zone/BA,24,1Step,2568.584658,2596.632299,2553.794491,2596.632299,2553.794491,level2
Zone/BB,1,1Step,1445.905868,1554.870635,1477.054878,1554.870635,1477.054878,level2
Zone/BB,2,1Step,916.6980819,423.6263217,398.7344661,423.6263217,398.7344661,level2
Zone/BB,3,1Step,605.639157,629.7205068,591.2261344,629.7205068,591.2261344,level2
Zone/BB,4,1Step,523.8046892,644.7594148,590.8833792,644.7594149,590.8833792,level2
Zone/BB,5,1Step,294.6754596,423.745312,388.7673313,423.7453119,388.7673313,level2
Zone/BB,6,1Step,274.2621985,406.2157281,367.4438001,406.215728,367.4438001,level2
Zone/BB,7,1Step,256.2374954,384.2625904,345.129007,384.2625905,345.129007,level2
Zone/BB,8,1Step,316.017072,228.2276576,137.7051516,228.2276578,137.7051516,level2
Zone/BB,9,1Step,237.1384055,251.7966279,220.3894423,251.7966281,220.3894423,level2
Zone/BB,10,1Step,398.0122036,400.9888115,350.2278635,400.9888114,350.2278635,level2
Zone/BB,11,1Step,475.1042864,465.9679622,412.6528324,465.9679621,412.6528324,level2
Zone/BB,12,1Step,645.4208704,529.2392634,492.1394018,529.2392635,492.1394018,level2
Zone/BB,13,1Step,1343.802036,1590.226091,1543.5102,1590.22609,1543.5102,level2
Zone/BB,14,1Step,477.0414335,498.0111914,459.0096697,498.0111913,459.0096697,level2
Zone/BB,15,1Step,668.523857,587.7329175,528.182962,587.7329175,528.182962,level2
Zone/BB,16,1Step,346.0235124,636.7136668,578.9147691,636.7136668,578.9147691,level2
Zone/BB,17,1Step,269.4326485,353.4815059,310.9707065,353.4815059,310.9707065,level2
Zone/BB,18,1Step,296.9736912,278.1517627,249.6282265,278.1517627,249.6282265,level2
Zone/BB,19,1Step,340.0291614,321.9512209,282.5350826,321.9512208,282.5350826,level2
Zone/BB,20,1Step,356.009526,298.8413866,243.8764491,298.8413866,243.8764491,level2
Zone/BB,21,1Step,242.7156639,347.7023797,325.1299495,347.7023796,325.1299495,level2
Zone/BB,22,1Step,357.918411,397.2080022,380.0676119,397.2080021,380.0676119,level2
Zone/BB,23,1Step,459.2816926,477.3800354,400.0271055,477.3800355,400.0271055,level2
Zone/BB,24,1Step,530.4170797,520.6155446,478.8943812,520.6155446,478.8943812,level2
Zone/BC,1,1Step,1554.364421,1842.26172,1741.833264,1842.26172,1741.833264,level2
Zone/BC,2,1Step,561.3182241,543.6698086,509.0982403,543.6698085,509.0982403,level2
Zone/BC,3,1Step,692.4103226,677.4084477,630.9418491,677.4084477,630.9418491,level2
Zone/BC,4,1Step,763.9630874,752.2264263,677.4491891,752.2264263,677.4491891,level2
Zone/BC,5,1Step,616.0154175,425.8112374,371.7905194,425.8112374,371.7905194,level2
Zone/BC,6,1Step,449.1776794,452.3501868,398.7561842,452.3501867,398.7561842,level2
Zone/BC,7,1Step,400.9749719,431.8582948,371.115137,431.8582948,371.115137,level2
Zone/BC,8,1Step,392.113338,403.5634365,296.5845785,403.5634366,296.5845785,level2
Zone/BC,9,1Step,327.2190828,434.3270992,393.3512997,434.3270994,393.3512997,level2
Zone/BC,10,1Step,614.0221811,544.2916831,477.5600498,544.2916829,477.5600498,level2
Zone/BC,11,1Step,638.8047592,608.5823819,542.3226645,608.5823818,542.3226645,level2
Zone/BC,12,1Step,576.0730749,561.7698222,507.1598459,561.7698222,507.1598459,level2
Zone/BC,13,1Step,1888.847659,1793.64022,1729.689238,1793.64022,1729.689238,level2
Zone/BC,14,1Step,470.7832522,579.0801782,529.2697264,579.0801782,529.2697264,level2
Zone/BC,15,1Step,831.6296946,686.6896337,610.9319228,686.6896338,610.9319228,level2
Zone/BC,16,1Step,435.6706218,777.0583628,703.4819497,777.0583629,703.4819497,level2
Zone/BC,17,1Step,434.6784776,477.397438,425.6350945,477.397438,425.6350945,level2
Zone/BC,18,1Step,377.6360949,411.0461921,375.8563818,411.0461922,375.8563818,level2
Zone/BC,19,1Step,337.908931,479.9027991,434.7174415,479.9027991,434.7174415,level2
Zone/BC,20,1Step,280.5752975,344.0891762,280.5857817,344.0891762,280.5857817,level2
Zone/BC,21,1Step,342.1122241,477.1560773,459.965069,477.1560773,459.965069,level2
Zone/BC,22,1Step,706.9756784,507.2446785,484.9851988,507.2446785,484.9851988,level2
Zone/BC,23,1Step,510.4006502,612.8449037,508.6147957,612.8449037,508.6147957,level2
Zone/BC,24,1Step,504.2612951,586.5134627,536.9450953,586.5134626,536.9450953,level2
Zone/BD,1,1Step,1259.279302,1607.917754,1511.251783,1607.917754,1511.251783,level2
Zone/BD,2,1Step,515.5125625,591.4692038,563.3113462,591.4692037,563.3113462,level2
Zone/BD,3,1Step,819.8441518,767.1001891,720.8824054,767.1001891,720.8824054,level2
Zone/BD,4,1Step,925.7729075,915.9521802,836.4622452,915.9521803,836.4622452,level2
Zone/BD,5,1Step,727.3088752,684.4166662,629.5244154,684.4166662,629.5244154,level2
Zone/BD,6,1Step,618.8332856,711.5489136,655.353533,711.5489135,655.353533,level2
Zone/BD,7,1Step,1024.200084,779.7810593,721.6247439,779.7810594,721.6247439,level2
Zone/BD,8,1Step,681.2498117,835.2010475,722.9861487,835.2010476,722.9861487,level2
Zone/BD,9,1Step,767.8182588,756.1769905,719.2166907,756.1769907,719.2166907,level2
Zone/BD,10,1Step,724.7523539,727.5941873,663.5792875,727.5941871,663.5792875,level2
Zone/BD,11,1Step,779.7595862,793.1720523,724.7923199,793.1720522,724.7923199,level2
Zone/BD,12,1Step,768.1817074,700.0062913,647.1747341,700.0062914,647.1747341,level2
Zone/BD,13,1Step,1631.020673,1544.956952,1486.302812,1544.956952,1486.302812,level2
Zone/BD,14,1Step,644.9723072,608.3730944,561.8263042,608.3730944,561.8263042,level2
Zone/BD,15,1Step,981.3199145,828.057898,755.357013,828.057898,755.357013,level2
Zone/BD,16,1Step,856.6610259,1026.138242,956.4097987,1026.138242,956.4097987,level2
Zone/BD,17,1Step,690.1933786,783.0689031,730.2617502,783.0689032,730.2617502,level2
Zone/BD,18,1Step,509.3587207,703.5070406,673.5826451,703.5070407,673.5826451,level2
Zone/BD,19,1Step,934.3817479,879.7662486,829.8456192,879.7662484,829.8456192,level2
Zone/BD,20,1Step,709.8397242,810.9416687,746.4706202,810.9416686,746.4706202,level2
Zone/BD,21,1Step,653.4886004,760.3824101,732.0493846,760.38241,732.0493846,level2
Zone/BD,22,1Step,972.4925488,680.0027634,658.4854476,680.0027633,658.4854476,level2
Zone/BD,23,1Step,717.0536702,857.1004146,757.3312116,857.1004146,757.3312116,level2
Zone/BD,24,1Step,704.2039984,716.9885938,662.5760331,716.9885938,662.5760331,level2
Zone/BE,1,1Step,1096.11718,1210.441638,1112.698621,1210.441638,1112.698621,level2
Zone/BE,2,1Step,471.797076,481.075186,449.187085,481.0751859,449.187085,level2
Zone/BE,3,1Step,687.8040337,786.947248,738.7854736,786.947248,738.7854736,level2
Zone/BE,4,1Step,848.2906214,986.2490087,914.999168,986.2490088,914.999168,level2
Zone/BE,5,1Step,728.3810183,626.0330754,569.6287437,626.0330754,569.6287437,level2
Zone/BE,6,1Step,635.0762405,667.6207578,617.6283686,667.6207577,617.6283686,level2
Zone/BE,7,1Step,694.6775707,679.7768268,628.522471,679.7768269,628.522471,level2
Zone/BE,8,1Step,465.8478799,704.3006329,599.7311928,704.300633,599.7311928,level2
Zone/BE,9,1Step,901.7608473,647.8449652,620.8483936,647.8449654,620.8483936,level2
Zone/BE,10,1Step,702.2529082,829.321518,769.1912581,829.3215178,769.1912581,level2
Zone/BE,11,1Step,791.8371432,748.7879388,678.5177521,748.7879387,678.5177521,level2
Zone/BE,12,1Step,691.3227405,770.8286839,723.3499053,770.828684,723.3499053,level2
Zone/BE,13,1Step,982.9258707,1152.056337,1091.04111,1152.056337,1091.04111,level2
Zone/BE,14,1Step,669.3097348,530.1622838,478.0585674,530.1622837,478.0585674,level2
Zone/BE,15,1Step,794.6957081,789.8769143,715.4042231,789.8769143,715.4042231,level2
Zone/BE,16,1Step,990.5917329,988.5786981,918.5334561,988.5786982,918.5334561,level2
Zone/BE,17,1Step,729.1154327,658.2365384,606.4642428,658.2365385,606.4642428,level2
Zone/BE,18,1Step,575.8740814,729.8274173,706.3116833,729.8274174,706.3116833,level2
Zone/BE,19,1Step,636.9689041,694.6363065,648.1572595,694.6363064,648.1572595,level2
Zone/BE,20,1Step,542.2125081,671.5120517,605.6017742,671.5120517,605.6017742,level2
Zone/BE,21,1Step,761.7961086,653.2852044,631.9776208,653.2852043,631.9776208,level2
Zone/BE,22,1Step,849.2046758,752.1027759,731.7028675,752.1027758,731.7028675,level2
Zone/BE,23,1Step,924.5102113,837.9819187,738.8245491,837.9819186,738.8245491,level2
Zone/BE,24,1Step,693.0165051,782.9145432,730.1909899,782.914543,730.1909899,level2
Zone/CA,1,1Step,5829.98527,6202.580602,6123.461417,6202.580603,6123.461417,level2
Zone/CA,2,1Step,2555.92943,2655.858651,2591.806655,2655.858651,2591.806655,level2
Zone/CA,3,1Step,3167.518909,2521.624548,2513.781441,2521.624548,2513.781441,level2
Zone/CA,4,1Step,3440.481733,3530.269819,3503.817309,3530.269819,3503.817309,level2
Zone/CA,5,1Step,3217.151239,2542.646258,2515.369836,2542.646258,2515.369836,level2
Zone/CA,6,1Step,2649.980777,2700.796146,2694.275313,2700.796146,2694.275313,level2
Zone/CA,7,1Step,3628.434751,3498.885799,3439.496539,3498.885799,3439.496539,level2
Zone/CA,8,1Step,3454.094754,3324.546153,3252.922724,3324.546153,3252.922724,level2
Zone/CA,9,1Step,3562.845804,3677.123033,3724.089918,3677.123033,3724.089918,level2
Zone/CA,10,1Step,3818.650054,3904.771435,3863.617411,3904.771435,3863.617411,level2
Zone/CA,11,1Step,3370.343611,3272.704599,3255.063504,3272.704599,3255.063504,level2
Zone/CA,12,1Step,3101.190546,2955.172671,2953.159019,2955.172671,2953.159019,level2
Zone/CA,13,1Step,5494.127213,6321.494629,6247.964595,6321.494629,6247.964595,level2
Zone/CA,14,1Step,3567.720212,2470.208092,2460.938649,2470.208092,2460.938649,level2
Zone/CA,15,1Step,2767.237629,2689.795695,2655.287054,2689.795695,2655.287054,level2
Zone/CA,16,1Step,3535.379693,3563.191283,3477.802701,3563.191283,3477.802701,level2
Zone/CA,17,1Step,3065.390223,2641.834163,2572.389852,2641.834164,2572.389852,level2
Zone/CA,18,1Step,2441.074825,2769.378548,2818.652906,2769.378547,2818.652906,level2
Zone/CA,19,1Step,4022.803368,3516.554468,3435.970193,3516.554468,3435.970193,level2
Zone/CA,20,1Step,3708.140641,3283.889148,3294.770928,3283.889148,3294.770928,level2
Zone/CA,21,1Step,3479.944912,3643.89632,3663.892656,3643.89632,3663.892656,level2
Zone/CA,22,1Step,4432.19936,3968.011534,3960.930966,3968.011534,3960.930966,level2
Zone/CA,23,1Step,3805.345168,3371.550417,3299.615346,3371.550416,3299.615346,level2
Zone/CA,24,1Step,3752.267321,3127.91323,3109.511673,3127.91323,3109.511673,level2
Zone/CB,1,1Step,1116.141005,1482.596421,1394.946826,1482.596421,1394.946826,level2
Zone/CB,2,1Step,666.1722009,619.227679,542.8686172,619.227679,542.8686172,level2
Zone/CB,3,1Step,885.1250097,731.4332631,707.4839255,731.4332631,707.4839255,level2
Zone/CB,4,1Step,1096.703719,1027.699892,956.6867833,1027.699893,956.6867833,level2
Zone/CB,5,1Step,1166.423774,876.8833513,851.5590465,876.8833512,851.5590465,level2
Zone/CB,6,1Step,1231.51922,982.5998805,938.5558985,982.5998802,938.5558985,level2
Zone/CB,7,1Step,1062.499846,1208.33115,1122.225084,1208.33115,1122.225084,level2
Zone/CB,8,1Step,876.6236998,1377.91094,1284.735912,1377.91094,1284.735912,level2
Zone/CB,9,1Step,1303.185873,1219.741474,1254.254884,1219.741474,1254.254884,level2
Zone/CB,10,1Step,989.6411361,1278.626517,1267.382211,1278.626517,1267.382211,level2
Zone/CB,11,1Step,861.3084996,887.9561392,874.0000645,887.9561392,874.0000645,level2
Zone/CB,12,1Step,930.8463185,859.0126946,855.0395425,859.0126945,855.0395425,level2
Zone/CB,13,1Step,1086.008853,1478.277696,1397.356357,1478.277696,1397.356357,level2
Zone/CB,14,1Step,817.4084165,652.0074764,631.2041035,652.0074763,631.2041035,level2
Zone/CB,15,1Step,982.2717547,735.6709941,708.1929304,735.6709942,708.1929304,level2
Zone/CB,16,1Step,1051.483464,1095.304287,998.3308076,1095.304287,998.3308076,level2
Zone/CB,17,1Step,860.6015324,1031.084096,953.6235113,1031.084096,953.6235113,level2
Zone/CB,18,1Step,960.2761799,894.150449,925.6546449,894.1504491,925.6546449,level2
Zone/CB,19,1Step,1494.17314,1247.14986,1136.204232,1247.14986,1136.204232,level2
Zone/CB,20,1Step,1178.781309,1289.848102,1283.587226,1289.848101,1283.587226,level2
Zone/CB,21,1Step,1337.767297,1179.589938,1197.663911,1179.589938,1197.663911,level2
Zone/CB,22,1Step,1201.953061,1224.4341,1213.444854,1224.4341,1213.444854,level2
Zone/CB,23,1Step,1340.811056,897.2513655,824.8095482,897.2513654,824.8095482,level2
Zone/CB,24,1Step,1238.110495,872.4123953,840.8961679,872.4123953,840.8961679,level2
Zone/CC,1,1Step,1457.086295,1196.089532,1127.926304,1196.089533,1127.926304,level2
Zone/CC,2,1Step,399.7845609,595.2361151,526.5646,595.2361151,526.5646,level2
Zone/CC,3,1Step,636.0708135,786.1423444,757.7838877,786.1423443,757.7838877,level2
Zone/CC,4,1Step,1185.348567,1011.271975,961.8541002,1011.271975,961.8541002,level2
Zone/CC,5,1Step,1270.491745,999.8225534,983.4687054,999.8225534,983.4687054,level2
Zone/CC,6,1Step,1143.104346,1139.4573,1094.265962,1139.457299,1094.265962,level2
Zone/CC,7,1Step,2542.354903,1716.754554,1640.500541,1716.754553,1640.500541,level2
Zone/CC,8,1Step,1801.009475,1666.119789,1587.084056,1666.119789,1587.084056,level2
Zone/CC,9,1Step,1865.030889,1767.327716,1804.182045,1767.327716,1804.182045,level2
Zone/CC,10,1Step,1371.452009,1524.174277,1492.131147,1524.174277,1492.131147,level2
Zone/CC,11,1Step,1157.719621,1164.149106,1163.03546,1164.149105,1163.03546,level2
Zone/CC,12,1Step,1032.322204,884.0262057,896.0296755,884.0262057,896.0296755,level2
Zone/CC,13,1Step,1423.622448,1183.865789,1094.780274,1183.865788,1094.780274,level2
Zone/CC,14,1Step,952.6138494,644.9043008,615.3312571,644.9043008,615.3312571,level2
Zone/CC,15,1Step,734.3460675,863.8673209,850.4834837,863.867321,850.4834837,level2
Zone/CC,16,1Step,1008.625401,1129.028501,1032.894751,1129.028501,1032.894751,level2
Zone/CC,17,1Step,1269.12296,1083.644351,995.2394589,1083.644351,995.2394589,level2
Zone/CC,18,1Step,1328.049273,1277.814781,1323.44038,1277.814781,1323.44038,level2
Zone/CC,19,1Step,1688.373822,1820.840969,1707.354675,1820.840969,1707.354675,level2
Zone/CC,20,1Step,1899.77748,1702.673001,1716.275768,1702.673001,1716.275768,level2
Zone/CC,21,1Step,1686.860243,1611.257047,1625.35622,1611.257047,1625.35622,level2
Zone/CC,22,1Step,1702.31644,1687.367068,1676.238197,1687.367068,1676.238197,level2
Zone/CC,23,1Step,990.5762995,1069.479952,1000.31417,1069.479952,1000.31417,level2
Zone/CC,24,1Step,566.715447,972.2879765,952.476521,972.2879764,952.476521,level2
Zone/CD,1,1Step,525.3300503,742.0611513,657.8867138,742.0611515,657.8867138,level2
Zone/CD,2,1Step,565.4711313,560.39591,491.0827741,560.39591,491.0827741,level2
Zone/CD,3,1Step,497.3654844,570.0215642,550.1035326,570.0215642,550.1035326,level2
Zone/CD,4,1Step,631.3567506,667.4518301,598.1503429,667.4518303,598.1503429,level2
Zone/CD,5,1Step,660.27761,638.4429419,612.547024,638.4429419,612.547024,level2
Zone/CD,6,1Step,667.6300718,614.800565,564.3552462,614.8005648,564.3552462,level2
Zone/CD,7,1Step,963.0889817,924.7011541,850.6022602,924.7011542,850.6022602,level2
Zone/CD,8,1Step,535.249013,747.0926591,665.01298,747.0926589,665.01298,level2
Zone/CD,9,1Step,915.412691,822.0516299,852.9559841,822.0516302,852.9559841,level2
Zone/CD,10,1Step,457.0649187,625.1468681,603.7297537,625.1468682,603.7297537,level2
Zone/CD,11,1Step,548.3807241,464.5016689,439.0400194,464.501669,439.0400194,level2
Zone/CD,12,1Step,556.9644294,536.9891874,527.8068314,536.9891873,527.8068314,level2
Zone/CD,13,1Step,491.9595064,746.3638844,677.7229487,746.363884,677.7229487,level2
Zone/CD,14,1Step,439.425002,588.2015483,584.4077669,588.2015482,584.4077669,level2
