,Series,ETS.rec,ETS.unrec,ARIMA.rec,ARIMA.unrec,OLS.rec,OLS.unrec,Actual,date,ForecastInterval,OLS.var.rec,OLS.var.unrec
193,Zone/AA,4050.252524,3987.853137,3929.837354,3914.939255,3761.58182369838,3791.47259126446,4223.603286,1,24Step,85.1286105807775,102.195497209158
194,Zone/AA,1892.902466,1863.148102,1714.824578,1853.896571,1672.84782077901,1691.04339180052,2024.159599,2,24Step,64.1891830264359,86.0092189546972
195,Zone/AA,2132.021883,2110.968755,2177.196501,2191.436448,1896.52329286268,1894.62182788789,2449.512655,3,24Step,56.3181873652916,92.1272031811548
196,Zone/AA,2385.092054,2344.338933,2200.169097,2254.69028,2119.98866629017,2108.35299298848,2326.251952,4,24Step,53.7106163430946,85.1973988098079
197,Zone/AA,1954.6575,1931.860431,1839.871818,1925.88717,1706.83926702613,1699.45167100566,2552.110484,5,24Step,52.9728530767267,85.2651147446094
198,Zone/AA,1906.479579,1877.755946,1853.095832,1900.906383,1729.78005742349,1714.45888114613,2105.59422,6,24Step,56.2636629716435,91.2072881562971
199,Zone/AA,2300.121275,2276.058943,2255.267352,2285.902429,2072.55013249655,2051.14030602676,1873.224634,7,24Step,52.8065257601023,85.1465646580666
200,Zone/AA,1937.750128,1909.380477,1856.530716,1917.935502,1720.56232553524,1704.60795660292,1977.86231,8,24Step,53.8870680257023,87.6285283770006
201,Zone/AA,2111.572457,2085.809664,1975.818617,2026.296182,1848.86308463079,1857.19668697005,2401.969501,9,24Step,53.4312410255204,86.6568392008135
202,Zone/AA,2531.797009,2518.940961,2382.803263,2433.015314,2263.88321576447,2252.70231120172,2335.378492,10,24Step,53.5666374047066,85.3885771657858
203,Zone/AA,2154.211153,2120.919619,2046.632875,2082.860865,1941.9420521167,1911.88237017204,2481.750007,11,24Step,55.7585696285824,87.5331781104435
204,Zone/AA,2310.782416,2314.246037,2215.330486,2261.659312,2131.11796220736,2142.33310536193,2107.393803,12,24Step,84.7041789644127,97.8009454736246
205,Zone/AA,4045.234708,3987.854179,3815.39907,3856.012775,3617.96124992336,3627.05497735352,3507.91399,13,24Step,65.8023346507148,89.0353010170535
206,Zone/AA,1887.883887,1863.148589,1701.223343,1803.255103,1643.22470117203,1646.31843304216,1892.055515,14,24Step,57.6670770043829,87.6076546390881
207,Zone/AA,2126.972638,2110.969306,2063.751552,2144.556556,1839.93937760776,1840.38253661919,1928.821859,15,24Step,54.2969041421144,87.8596074038938
208,Zone/AA,2380.054277,2344.339545,2154.838644,2211.24739,2077.70358445062,2078.83924035808,2313.263762,16,24Step,54.0381893977025,87.3275501196813
209,Zone/AA,1949.559211,1931.860936,1798.629005,1885.628733,1673.60815494279,1672.72926517096,2401.826161,17,24Step,53.8684482985251,87.238587171442
210,Zone/AA,1901.337472,1877.756437,1773.776948,1863.598966,1668.46856965237,1666.22407852077,2060.940754,18,24Step,53.5609244486223,87.7325039340046
211,Zone/AA,2294.789745,2276.059537,2217.467653,2251.329716,2025.38452446828,2022.78924243848,2150.640692,19,24Step,53.2152571242199,87.289422187226
212,Zone/AA,1932.477687,1909.380976,1794.284888,1885.897035,1666.8650389999,1665.09459550652,2305.649511,20,24Step,53.3811191005599,87.3636743588443
213,Zone/AA,2106.44288,2085.810209,1933.473447,1996.606196,1822.31398453492,1823.03970270967,2061.246613,21,24Step,53.5174677671917,87.6287784103583
214,Zone/AA,2526.770955,2518.941618,2356.32177,2405.501659,2226.94799472706,2226.77886795406,2267.174784,22,24Step,53.3018773796305,87.4513279679063
215,Zone/AA,2149.284525,2120.920173,1965.932299,2057.364013,1876.54940222987,1874.97262297504,2786.280116,23,24Step,56.3632881838633,87.493217452832
216,Zone/AA,2305.880449,2314.246642,2185.289815,2238.031428,2076.56088440897,2076.44002818761,2676.459548,24,24Step,55.1490079054173,87.993118457349
217,Zone/AB,4957.893735,4883.203255,4917.339555,4891.677029,4859.69010230773,4883.36294306749,4030.390183,1,24Step,68.953790967298,73.7848771717495
218,Zone/AB,1709.175062,1688.061595,1499.871708,1623.314652,1630.98966423011,1649.29082837748,1681.874987,2,24Step,58.0378137324373,73.092405105368
219,Zone/AB,1859.683658,1841.118092,1777.611342,1804.910635,1790.25290671845,1777.07907536375,2124.505063,3,24Step,48.5964580190061,74.1171592395808
220,Zone/AB,2508.102976,2470.790817,2357.50262,2411.89011,2372.06633595615,2355.81776562822,2620.402462,4,24Step,47.4737226900847,72.3070745333179
221,Zone/AB,1594.163952,1573.703048,1519.016152,1595.162197,1519.14499977291,1506.99647831186,2026.664041,5,24Step,49.2265819620265,73.709892533594
222,Zone/AB,1494.086764,1471.391485,1386.554356,1422.754258,1390.89530104588,1364.17194372989,1300.5249,6,24Step,50.4394543903601,79.1419611771718
223,Zone/AB,1868.831867,1845.121389,1847.422175,1858.844077,1811.12211502564,1782.88633517868,1731.584468,7,24Step,49.0073463358785,77.2806131156975
224,Zone/AB,1655.377266,1631.343752,1579.027506,1613.616536,1598.1800059581,1571.70277132998,1841.123842,8,24Step,48.9553523928951,77.3684698097831
225,Zone/AB,1801.621619,1774.44471,1743.965552,1781.105417,1754.95923984499,1755.43550346835,1839.418888,9,24Step,46.5501694646633,72.2787046977417
226,Zone/AB,2241.54268,2222.230063,2176.976441,2207.378015,2197.88456719055,2181.46737335535,2058.114076,10,24Step,46.3533658979725,72.4188204615191
227,Zone/AB,1876.960816,1838.600329,1855.386947,1882.157219,1863.60404015078,1827.03965703584,2614.287386,11,24Step,50.3648945301146,73.8008760372092
228,Zone/AB,1991.916219,1995.909448,1991.033256,2040.092916,1965.22485761132,1960.80512780535,2084.694399,12,24Step,74.9596214866234,72.4006877535331
229,Zone/AB,4951.430036,4883.203446,4890.888426,4909.794187,4896.69461987718,4897.36037773571,5358.049207,13,24Step,58.5671038496443,74.1845386255757
230,Zone/AB,1703.726363,1688.061661,1531.983745,1609.863378,1627.27579999716,1625.80141603423,1989.568099,14,24Step,61.8693960325561,74.2677279058028
231,Zone/AB,1854.168213,1841.118164,1735.393527,1819.769908,1793.8229515093,1790.49057271468,2519.785492,15,24Step,47.5895946187496,74.2307744544003
232,Zone/AB,2502.391093,2470.790913,2363.698197,2413.568524,2359.40298637792,2358.45217662915,2776.414244,16,24Step,50.2131539062106,74.2332436131692
233,Zone/AB,1588.702795,1573.70311,1522.380766,1601.324787,1521.75532652348,1518.80106011424,2087.62966,17,24Step,48.4065379236813,74.2067524076632
234,Zone/AB,1488.605908,1471.391542,1365.401045,1450.918588,1406.06004494386,1400.98749898208,1750.754521,18,24Step,47.0626006381172,74.1836834548969
235,Zone/AB,1863.094334,1845.121461,1863.353452,1877.577662,1815.12958793683,1809.95047794224,2172.872049,19,24Step,46.9239549106026,74.2223987225217
236,Zone/AB,1649.733375,1631.343816,1565.417356,1635.310203,1602.74680839539,1598.46936368022,1872.23814,20,24Step,47.2186402282662,74.243979026015
237,Zone/AB,1796.073361,1774.44478,1715.82789,1776.376139,1748.3207334031,1745.93805829541,1834.68201,21,24Step,47.0334953058472,74.2481648244347
238,Zone/AB,2235.922259,2222.23015,2168.738978,2200.411881,2171.9864884775,2169.11082692904,2654.233485,22,24Step,46.9518482595159,74.1879975699231
239,Zone/AB,1871.57832,1838.600401,1779.996219,1860.752092,1802.26180426167,1797.77610080151,2537.103416,23,24Step,54.5755084441426,74.2968213415952
240,Zone/AB,1986.560979,1995.909526,1972.789168,2035.932169,1962.9466839901,1959.01307183073,2079.657819,24,24Step,51.6899668915707,74.237140340741
241,Zone/AC,3027.632877,2947.686231,3190.396677,3167.85168,3030.59557598471,3043.81399940845,2765.882905,1,24Step,53.7618064529714,56.7114309367546
242,Zone/AC,812.918828,788.0320982,636.3061248,747.7746804,720.957449985436,735.602856056722,800.6792133,2,24Step,39.2457396966135,50.1198629915496
243,Zone/AC,868.824251,848.9202466,741.5942942,774.3725674,804.605476536598,792.637035544,1235.941227,3,24Step,30.5935567660488,51.2537908811733
244,Zone/AC,1208.687826,1170.851094,1085.406127,1131.903144,1119.66841586795,1105.08923250164,1116.071657,4,24Step,30.4261948705304,50.0534068258949
245,Zone/AC,726.7079753,708.5094813,501.2292481,562.284146,570.92817139479,560.398744829136,869.0912121,5,24Step,30.1991092565014,50.430092066552
246,Zone/AC,574.7641062,548.3774691,525.2286903,559.4492438,486.693675451897,466.203854287203,769.6708957,6,24Step,31.1510333690197,52.8908214998291
247,Zone/AC,684.5935386,657.2839585,648.1960921,657.4583731,607.842920450419,585.340939216332,529.5716597,7,24Step,29.7767667760869,50.2071191706959
248,Zone/AC,585.4145073,559.7663248,501.519898,535.1250181,466.949490964315,446.069447658872,840.7129406,8,24Step,29.8319968369751,50.1087710308839
249,Zone/AC,588.6972207,563.3537753,503.3416162,534.2650645,475.499503274609,476.227899207385,713.7146559,9,24Step,29.7583050483596,50.3886387252084
250,Zone/AC,906.1706964,888.3933755,870.331934,889.7115951,821.826534748482,808.151847611203,722.4996773,10,24Step,30.7331149293974,52.6517641931903
251,Zone/AC,720.1224905,684.2600742,695.0572694,707.2672441,611.569196115448,579.927801728702,1004.367085,11,24Step,31.9846394852986,52.6349938126043
252,Zone/AC,892.6370453,894.1482231,836.8842839,884.4186919,800.925593886587,800.150468434386,829.2701471,12,24Step,57.3531326891245,52.6273953731105
253,Zone/AC,3051.846858,2977.988005,3089.222152,3119.237089,3007.96675561089,3009.22863281561,2816.007538,13,24Step,40.254922862223,51.389715553926
254,Zone/AC,837.0892285,818.3338716,670.35272,741.2436466,725.664531767474,724.552359001293,901.0228138,14,24Step,35.1508508228453,51.3928033600032
255,Zone/AC,892.9678648,879.2220201,690.6648962,769.7213033,779.010259404582,776.483172357567,1059.340016,15,24Step,30.5660736693789,51.3867517982044
256,Zone/AC,1232.847301,1201.152867,1080.598648,1123.159768,1093.70045344519,1092.59707875888,931.5082899,16,24Step,31.0662623424432,51.4345578726392
257,Zone/AC,750.8056761,738.8112548,507.8721078,570.1857547,555.350893855826,553.049809200509,616.5197945,17,24Step,30.2498091638917,51.3900088310128
258,Zone/AC,598.8218479,578.6792425,495.1739643,569.6715818,468.352197566716,463.842757009998,768.4385378,18,24Step,29.9864194998827,51.4495948598534
259,Zone/AC,708.4882644,687.585732,642.1321376,653.524491,581.226002784772,576.985753079004,714.6411507,19,24Step,29.9196442602491,51.4130498765949
260,Zone/AC,609.3589362,590.0680983,465.1208939,527.2305999,440.306356164152,436.760986176952,462.3843129,20,24Step,29.9167926884842,51.4044476276463
261,Zone/AC,612.7658597,593.6555487,487.1992661,534.5796609,470.196566246893,468.397841953966,463.145443,21,24Step,30.0303088339478,51.4112835881023
262,Zone/AC,930.3354178,918.695149,877.2180764,897.5100698,808.232536509287,805.706701071299,907.2884911,22,24Step,30.0029172913425,51.4213489145539
263,Zone/AC,744.3703006,714.5618477,649.4403396,714.0909776,582.099324073957,578.24268586,986.2338766,23,24Step,37.1323521115707,51.3971628157556
264,Zone/AC,916.9077048,924.4499966,837.9348615,894.1377568,801.895442143797,798.171726330541,759.9514254,24,24Step,34.1949914123074,51.4140633536217
265,Zone/AD,1338.429782,1248.209076,1261.193388,1258.803298,1202.17244147911,1221.33066312063,1258.651811,1,24Step,50.7920933570166,51.574003414539
266,Zone/AD,590.5346958,556.3794479,448.3031506,573.9771166,494.789112702571,512.383021079351,510.39577,2,24Step,44.6436753040628,50.5166306611666
267,Zone/AD,743.7025169,714.9417378,647.0329355,678.3154201,635.081803191352,623.114498179325,639.3977855,3,24Step,44.3122872622765,55.907586069986
268,Zone/AD,1040.109597,986.9171436,989.5654246,1062.458481,984.387944640033,966.436685814264,785.4752687,4,24Step,43.0283821207141,55.9072065425224
269,Zone/AD,689.7262673,661.251331,534.1391326,604.6406716,611.092483049456,599.193744742518,610.1656893,5,24Step,40.1298259904374,50.5017969764706
270,Zone/AD,682.0200635,645.7870154,602.4263079,637.1429487,634.780965810559,607.24892654576,760.2816743,6,24Step,41.2085554386744,50.651611029657
271,Zone/AD,1088.203982,1055.98954,1129.100173,1138.114263,1011.80008603979,983.537178986843,1117.961964,7,24Step,40.9411082661091,52.0081937953779
272,Zone/AD,944.5055627,908.1509958,823.0822575,848.6161672,872.645169251132,846.257312315323,1044.416547,8,24Step,40.7385783905522,51.1370117816499
273,Zone/AD,956.0694062,925.3572209,795.0885549,826.4440464,868.716475097624,868.55347648577,873.5416627,9,24Step,40.1261285705202,50.644810934376
274,Zone/AD,856.9579764,834.4146156,780.5310349,812.0875839,804.083110445206,785.893144251273,878.6531344,10,24Step,40.7943588576277,51.8608072257695
275,Zone/AD,755.8821999,710.4429306,703.4951008,723.9725003,704.115479015614,664.3440903208,862.0478719,11,24Step,41.9066606158473,50.9696745648166
276,Zone/AD,785.1318978,781.8277282,702.2166136,756.8164326,747.616270696394,744.495397908679,838.6748598,12,24Step,51.9161961148221,50.9673262839245
277,Zone/AD,1333.045024,1248.209359,1183.822829,1246.604597,1231.47201433016,1232.44537647487,1210.494965,13,24Step,45.0129850818676,51.3478729749342
278,Zone/AD,585.1250232,556.3795737,495.196077,573.9591773,510.580168167995,509.27076341664,631.9088817,14,24Step,43.9512928850342,51.4510371475734
279,Zone/AD,738.2647236,714.9418994,593.5087383,677.6242638,623.837059631422,620.284866355042,873.3337247,15,24Step,40.6601127961895,51.4588810474095
280,Zone/AD,1034.698263,986.9173668,987.3541096,1059.587876,965.184332541743,963.602673618847,932.4553293,16,24Step,40.8552352178952,51.4822791855114
281,Zone/AD,684.2327766,661.2514805,554.9812943,626.7040382,598.085619543106,594.905295995224,1011.508845,17,24Step,41.0397012071678,51.3588481900344
282,Zone/AD,676.4831488,645.7871614,551.7451415,637.1219973,608.460416845435,602.843602839853,696.4168107,18,24Step,40.1052097923315,51.377462833636
283,Zone/AD,1082.463076,1055.989779,1117.936013,1124.978964,985.016996143061,979.591372332764,1066.500458,19,24Step,40.3908796515747,51.4357793782246
284,Zone/AD,938.8176616,908.1512011,814.9917354,876.9733462,846.64314030659,842.180589991657,1031.338536,20,24Step,40.3766478241967,51.3640652553445
285,Zone/AD,950.5401861,925.3574301,771.357975,825.3586756,864.710648213484,862.580179369408,1102.933834,21,24Step,40.2932853174453,51.3907946225468
286,Zone/AD,851.5548906,834.4148042,776.2311696,811.2602167,784.91902315184,781.737105349325,914.8604554,22,24Step,40.6915157525112,51.4368734831247
287,Zone/AD,750.5709127,710.4430912,656.3044205,738.7071925,664.684730081085,660.051617703352,954.5932993,23,24Step,41.9220851317029,51.4080556210393
288,Zone/AD,779.8648,781.827905,676.0318207,744.4479715,742.430451771674,738.279654638288,720.4401444,24,24Step,41.4251852008759,51.4131060016586
289,Zone/AE,1530.835185,1444.367518,1288.954221,1279.008857,1402.40596320662,1425.87464540461,1292.794747,1,24Step,52.9438276634263,57.9658559688901
290,Zone/AE,720.9873983,681.4772767,1013.050551,1197.294632,613.619194545174,631.995479711227,556.2442231,2,24Step,47.0290711708812,56.8409204666947
291,Zone/AE,837.9770542,803.7121203,816.2841799,860.659792,775.021724632366,762.004600462652,837.7967223,3,24Step,45.1468963856173,57.1966383984648
292,Zone/AE,1224.886235,1175.00853,1228.408766,1300.91772,1139.21396704066,1119.29803360804,1433.076685,4,24Step,43.507490368362,56.7772229179453
293,Zone/AE,891.7556965,865.1043013,905.5313291,1001.406507,828.148405486467,815.685028899872,980.8475592,5,24Step,44.458065188355,56.8674587648598
294,Zone/AE,911.5850001,882.062148,920.6450068,976.4261878,853.84016888614,826.340368377751,958.2917263,6,24Step,44.2696180977333,57.3548718881518
295,Zone/AE,1082.113757,1049.051572,1070.341759,1096.920443,1036.06358821023,1007.13677172244,1015.110649,7,24Step,43.4242775282633,56.8007098043832
296,Zone/AE,883.747797,849.6169507,979.9323596,1034.567013,838.65290593117,810.003581084111,976.8880911,8,24Step,44.720542615699,58.8907950677037
297,Zone/AE,986.3030984,956.9755382,1006.696085,1057.209642,901.736295828986,902.634620263819,755.1494287,9,24Step,46.4514694701382,57.0149329036874
298,Zone/AE,1257.769473,1235.28856,1251.362848,1294.181975,1187.8341977633,1167.70244904475,1518.397811,10,24Step,44.2846340510502,58.8071709072112
299,Zone/AE,896.2481031,840.7131698,1149.952131,1188.91121,758.419919037991,716.476533340102,1433.437665,11,24Step,63.7846833136376,87.2897633647461
300,Zone/AE,838.8595085,833.4089344,835.8238544,903.6328887,785.735869017142,782.421778479936,760.0565663,12,24Step,53.8650291597863,57.4782015048453
301,Zone/AE,1525.406975,1444.367518,1220.848771,1278.066528,1391.59949608108,1392.08544043059,1100.664325,13,24Step,47.9198163294036,58.3738057414479
302,Zone/AE,715.5591102,681.4772767,929.1860449,1049.697907,624.131707012388,622.721743403638,647.1998036,14,24Step,47.2350776263157,58.3789230261274
303,Zone/AE,832.5155041,803.7121203,866.9289154,978.3716374,750.539186464152,746.859614959461,1064.569308,15,24Step,44.584510773867,58.3339086228974
304,Zone/AE,1219.437033,1175.00853,1164.917017,1236.995689,1114.52554321743,1112.71347823807,1387.41838,16,24Step,45.5264006461725,58.3215962620139
